name,culinary_type,address,link,is_branch,payment_methods,description,price_range,open_schedule,available_facilities,unavailable_facilities,phone,overall_rating,individual_rating,seating_capacity
Bakmi Berdikari,"Indonesia, China","Jl. Tebet Timur Dalam Raya No. 39, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/bakmi-berdikari-tebet,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Pesan antar,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Wifi,24 Jam,Alkohol,Vegetarian",031 82518562,4.0,"4.1,4.6,3.7,3.9,3.9",
Chicory European Patisserie,Eropa,"Jl. Sumenep No. 9, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/chicory-european-patisserie-menteng,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 5465954,4.04,"3.9,4.2,4.3,4.1,4.1",
Pancious,Italia,"PIK Avenue, Lantai 2, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/pancious-pantai-indah-kapuk,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",087746590003,3.97,"4.4,3.7,4.2,4.3,4.1",
Hygge Signature,Kafe,"Upper West Experience Centre, Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/hygge-signature-bsd,True,"Tunai,Visa,Master,Debet,Ovo",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 22339536,3.99,"4.2,3.9,3.5,3.9,4.0",
Kopi Konnichiwa,Kafe,"Ruko Golf Island, Blok L No. 19, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/kopi-konnichiwa-pantai-indah-kapuk,True,"Tunai,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22901111,4.08,"4.4,4.3,3.9,4.3,4.3",
Tteokbokki Queen,Korea,"Ruko San Antonio, Blok N1 No. 178, Jl. Kalisari Utara I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/tteokbokki-queen-mulyorejo-2,True,"Tunai,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 27822000,4.11,"4.4,4.4,3.9,4.0,4.3",
The Garden,Kafe,"St Moritz Mall (Lippo Mall Puri), Lantai Ground, Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/the-garden-puri,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 21:00),"Wifi,Area merokok,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",081321360798,4.03,"3.9,4.3,3.6,3.8,4.0",
Marugame Udon,Jepang,"fX Sudirman, Lantai 1, Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/marugame-udon-sudirman,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 72781459,4.06,"4.2,3.9,3.6,3.9,4.2",
Sari Laut Kapasan,Indonesia,"Jl. Kapasan No. 27, Simokerto, Surabaya",https://pergikuliner.com/restaurants/surabaya/sari-laut-kapasan-simokerto,True,"Tunai,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:30 - 21:30),"Area merokok,100% Halal,Area parkir","Wifi,Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 8280246,4.06,"4.4,3.6,4.0,4.0,4.0",
Lo.Co,Kafe,"Jl. Bukit Dago Selatan No. 51, Dago Atas, Bandung",https://pergikuliner.com/restaurants/bandung/lo-co-dago-atas,False,"Tunai,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Sabtu (07:00 - 21:00), Minggu (07:00 - 18:00)","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 31925799,4.02,"4.3,4.0,3.2,4.3,4.5",
Two Sides Coffee,Kafe,"Paradox Space, Jl. Kelapa Cengkir Raya Blok FH No. 12A, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/two-sides-coffee-kelapa-gading,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22571810,4.11,"4.1,4.0,3.8,4.0,4.0",
Bloom Coffee & Eatery,Kafe,"Ruko Swadaya City Square, Blok I No. 8, Jl. Swadaya, Jelambar, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/bloom-coffee-dan-eatery-jelambar,False,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (08:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",0818710117,4.09,"3.7,4.4,3.4,4.1,4.3",
Demie,China,"ShopHaus Menteng, Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/demie-menteng,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",031 99923338,4.08,"4.6,3.9,3.5,4.3,4.3",
Bakmi GM,Indonesia,"Mall Metropolitan, Lantai 2, Jl. KH. Noer Ali, Bekasi Selatan, Bekasi",https://pergikuliner.com/restaurants/bekasi/bakmi-gm-bekasi-selatan,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,4.1,"3.9,4.6,3.5,3.9,4.2",
Basic Instinct Culinary,Perancis,"Electronic City, Unit T17, SCBD Lot 22, Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/basic-instinct-culinary-scbd,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",081133347322,4.23,"4.3,3.7,4.2,4.1,4.0",
KFC Naughty by Nature,Barat,"Jl. Senopati No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kfc-naughty-by-nature-senopati,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",08123283614,3.99,"4.8,3.2,4.2,4.1,4.0",
Two Stories,Kafe,"Jl. Pajajaran Indah V No. 7, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/two-stories-bogor-timur-1,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",082118914817,3.87,"4.0,4.7,3.3,4.1,4.0",
Myriad,Kafe,"Jl. Prof Joko Sutono No. 31, Melawai, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/myriad-melawai,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",085775714953,3.93,"4.0,4.0,3.9,4.3,4.3",
Ocha & Bella - Hotel Morrissey,"Italia, Jepang","Hotel Morrissey, Lantai 1, Jl. KH Wahid Hasyim No. 70, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/ocha-dan-bella-hotel-morrissey-menteng,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 22:00),"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 29440425,4.02,"3.8,4.0,4.4,4.3,4.0",
Warung Kopi Limarasa,Kafe,"Jl. Braga No. 36, Braga, Bandung",https://pergikuliner.com/restaurants/bandung/warung-kopi-limarasa-braga,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 20:00),"Wifi,Area merokok,100% Halal,Bisa reservasi","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Area parkir,Alkohol,Vegetarian",087802079166,3.97,"4.3,3.9,3.8,4.3,4.2",
Starbucks Coffee,Kafe,"Central Park, Lantai Ground, Jl. Letjen S. Parman, Slipi, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-slipi-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 88861848,3.93,"4.8,3.9,4.3,3.8,3.9",
1/15 One Fifteenth Coffee,Kafe,"Jl. Gandaria I No. 63, Gandaria, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/1-15-one-fifteenth-coffee-gandaria,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Sabtu (11:00 - 24:00), Minggu Tutup","Wifi,Area merokok,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 51402121,3.91,"4.1,4.3,3.9,4.5,4.4",
Starbucks Coffee,Kafe,"Mal Kelapa Gading 2, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-kelapa-gading-5,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",082199682518,4.04,"3.9,4.4,2.9,4.2,4.5",
Born Ga,Korea,"Jl. Boulevard Barat Raya Blok LC6 No. 56 - 57, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/born-ga-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",0251 8374497,4.04,"3.7,4.4,3.6,3.9,3.8",
Pizza Hut,"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","Bintaro Jaya Xchange Mall, Lantai Lower Ground, Jl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/pizza-hut-bintaro,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Selasa - Minggu (07:00 - 23:00), Senin Tutup","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 27081206,4.02,"4.1,4.4,3.5,3.8,4.0",
Pizza Marzano,Italia,"Kota Kasablanka, Lantai Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/pizza-marzano-tebet,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 3105777,4.06,"4.2,4.3,3.4,4.1,4.1",
Stockholm Syndrome,Kafe,"Jl. Pulo Armin No. 15, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/stockholm-syndrome-bogor-timur,False,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (09:00 - 23:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 20532339,3.95,"3.9,4.1,4.0,3.8,4.1",
Tori Yo,Snack,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/tori-yo-kelapa-gading,True,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (07:00 - 22:30), Sabtu - Minggu (08:00 - 23:00)","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 56985605,3.92,"4.1,3.9,3.6,4.0,4.1",
5758 Coffee Lab,Kafe,"Jl. Rusa Pinus Raya Blok E No. 1D, Gegerkalong, Bandung",https://pergikuliner.com/restaurants/bandung/5758-coffee-lab-gegerkalong,False,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 7225678,4.4,"4.0,4.2,3.5,3.8,4.0",
Onokabe,Jepang,"Apartement Praxis, Lantai 1, Jl. Sono Kembang No. 4 - 6, Kayoon, Surabaya",https://pergikuliner.com/restaurants/surabaya/onokabe-kayoon,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",021 45853990 ,4.16,"4.1,4.0,3.9,4.2,4.0",
Kenangan Heritage,Kafe,"Senayan City, Lantai Ground, Jl. Asia Afrika, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kenangan-heritage-senayan,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:30 - 22:00),"Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 4507684,4.14,"4.3,4.0,3.8,4.3,3.9",
Wong Fu Kie,China,"Pantjoran PIK, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/wong-fu-kie-pantai-indah-kapuk,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Pesan antar,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","24 Jam,100% Halal,Ruang VIP,Vegetarian",08113249516,4.33,"4.3,3.8,4.1,4.0,4.1",
Bun King Resto & Coffee,Kafe,"Jl. K. H. Moh. Mansyur No. 57, Jembatan Lima, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/bun-king-resto-dan-coffee-jembatan-lima,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 29488656,4.18,"4.2,4.1,3.4,4.2,4.3",Kapasitas:  100 kursi
Jiwan Coffee & Things,Kafe,"Jl. Raya Kalimanggis No. 52, Jatisampurna, Bekasi",https://pergikuliner.com/restaurants/bekasi/jiwan-coffee-dan-things-jatisampurna,True,"Tunai,Visa,Master,Debet",The Best Wine Boutique in Jakarta,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (09:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29209001,4.09,"4.3,3.9,3.5,4.2,4.5",
The Pancake Co. by DORE,Kafe,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/the-pancake-co-by-dore-thamrin,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Selasa - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00), Senin Tutup","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081285772411,3.99,"4.1,4.2,3.8,3.8,3.8",
Nala Coffee,Kafe,"Ruko New Jasmine Extension, Blok HA16 No. 15, Jl. Kelapa Gading Selatan I, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/nala-coffee-gading-serpong,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",089513583641,3.98,"4.3,3.7,3.7,3.9,4.1",
Teras Jahe,Indonesia,"Grand Galaxy City, Ruko Grand Galaxy City, Blok RSN2 No. 52, Jl. Boulevar Raya Barat, Bekasi Selatan, Bekasi",https://pergikuliner.com/restaurants/bekasi/teras-jahe-bekasi-selatan,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (07:00 - 20:00),"Area merokok,Area outdoor,100% Halal,Ruang VIP,Area parkir","Wifi,Pesan antar,24 Jam,Bisa reservasi,Alkohol,Vegetarian",082255335758,4.4,"4.4,4.2,4.4,4.6,4.4",
Ramen SeiRock-Ya,Jepang,"Supermal Karawaci, Lantai Upper Ground, Jl. Boulevard Diponegoro No. 105, Karawaci, Tangerang",https://pergikuliner.com/restaurants/tangerang/ramen-seirock-ya-karawaci,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 20:00),"Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 99277049,4.07,"4.0,4.3,4.0,4.3,4.1",
Pepper Lunch Express,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai 1, Food Avenue, Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/pepper-lunch-express-puri-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",08170994110,4.36,"4.0,4.3,3.9,4.2,4.3",
Cwie Mie 87,Indonesia,"Jl. Sunda No. 74, Sunda, Bandung",https://pergikuliner.com/restaurants/bandung/cwie-mie-87-sunda,True,"Tunai,Go-pay,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)","Wifi,Area merokok,100% Halal,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 50102285,4.27,"4.5,4.0,4.2,4.7,4.3",
KOI The,Kafe,"Tunjungan Plaza 6, Lantai 5, Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/koi-the-tegalsari,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22634737,3.98,"4.0,4.2,4.1,4.4,4.1",
Jardin,Kafe,"Jl. Cimanuk No. 1A, Riau, Bandung",https://pergikuliner.com/restaurants/bandung/jardin-riau,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:00 - 23:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22875934,3.89,"4.1,4.6,4.0,3.9,3.9",
Madam Lee Korean BBQ,Korea,"Jl. Danau Agung Tengah IV Blok H2 No. 1A - 1B, Sunter, Jakarta Utara, 
, ( Alamat Lama: , Jl. Agung Tengah IV No. 36, Sunter, Jakarta Utara , )",https://pergikuliner.com/restaurants/jakarta/madam-lee-korean-bbq-sunter-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Vegetarian",021 23580155,4.12,"4.2,4.1,3.6,4.0,4.1",
Harbour Market,Kafe,"Ruko Beach Boulevard, Blok B No. 62 - 63, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/harbour-market-pantai-indah-kapuk,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 18:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",021 22222588,4.11,"4.1,4.0,3.7,4.0,4.2",
Raa Cha,Thailand,"Mall Ciputra Jakarta, Lantai 5, Jl. Arteri S. Parman, Grogol, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/raa-cha-grogol,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 23:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081211348181,4.0,"4.4,4.2,4.6,4.4,4.4",
Colibri Cafe & Bakery,Kafe,"Jl. Terusan Pasir Koja No. 246, Pasir Koja, Bandung",https://pergikuliner.com/restaurants/bandung/colibri-cafe-dan-bakery-pasir-koja,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 5465092,4.11,"4.2,3.9,3.7,4.3,4.3",
My Story,Kafe,"Jl. Pregolan No. 10, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/my-story-tegalsari,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",021 30493214,4.04,"4.8,4.0,4.6,4.2,4.2",
Starbucks Coffee,"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","Ciputra World, Lantai Ground, Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/starbucks-coffee-dukuh-pakis,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:30 - 19:00),"Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",085794500049,4.11,"4.5,3.8,4.7,4.3,4.0",
The Royal Kitchen,India,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan, Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/the-royal-kitchen-kuningan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Pesan antar,Area merokok,100% Halal,Bisa reservasi,Area parkir,Alkohol","Area outdoor,24 Jam,Ruang VIP,Vegetarian",031 99247231,4.04,"4.2,3.7,3.8,4.0,4.1",
